,rent,location,bedroom,bathroom,toilet,parking
15490,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15491,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15492,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15493,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15494,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15495,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15496,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15497,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15498,8500000, Ladipo Bateye Street Ikeja GRA Ikeja Lagos,5.0,5.0,6.0,4.0
15499,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15500,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15501,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15502,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15505,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15506,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15507,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15508,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15509,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15510,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15511,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15512,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15513,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15514,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15515,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15516,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15517,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15518,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15519,12000000, Off Bourdillon Road Old Ikoyi Ikoyi Lagos,4.0,4.0,5.0,2.0
15520,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15521,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15522,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15523,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15526,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15527,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15528,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15529,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15530,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15531,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15532,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15533,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15534,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15535,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15536,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15537,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15538,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15539,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15540,16100000, Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
15541,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15542,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15543,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15544,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15547,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15548,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15549,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15550,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15551,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15552,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15553,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15554,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15555,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15556,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15557,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15558,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15559,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15560,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15561,4500000, Conservation Road Lekki Lagos,4.0,4.0,5.0,3.0
15562,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15563,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15564,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15565,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15568,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15569,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15570,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15571,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15572,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15573,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15574,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15575,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15576,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15577,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15578,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15579,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15580,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15581,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15582,8500000, Ladipo Bateye Street Ikeja GRA Ikeja Lagos,5.0,5.0,6.0,4.0
15583,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15584,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15585,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15586,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15589,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15590,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15591,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15592,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15593,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15594,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15595,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15596,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15597,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15598,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15599,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15600,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15601,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15602,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15603,900000, Bakare Estate Agungi Lekki Lagos,1.0,1.0,1.0,0.0
15604,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15605,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15606,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15607,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15610,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15611,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15612,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15613,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15614,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15615,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15616,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15617,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15618,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15619,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15620,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15621,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15622,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15623,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15624,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
15625,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15626,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15627,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15628,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15631,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15632,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15633,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15634,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15635,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15636,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15637,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15638,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15639,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15640,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15641,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15642,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15643,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15644,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15645,8500000, Ladipo Bateye Street Ikeja GRA Ikeja Lagos,5.0,5.0,6.0,4.0
15646,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15647,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15648,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15649,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15652,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15653,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15654,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15655,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15656,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15657,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15658,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15659,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15660,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15661,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15662,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15663,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15664,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15665,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15666,16100000, Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
15667,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15668,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15669,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15670,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15673,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15674,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15675,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15676,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15677,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15678,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15679,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15680,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15681,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15682,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15683,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15684,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15685,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15686,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15688,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15689,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15690,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15691,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15694,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15695,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15696,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15697,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15698,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15699,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15700,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15701,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15702,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15703,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15704,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15705,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15706,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15707,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15709,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15710,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15711,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15712,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15715,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15716,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15717,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15718,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15719,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15720,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15721,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15722,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15723,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15724,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15725,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15726,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15727,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15728,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15729,16100000, Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
15730,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15731,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15732,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15733,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15736,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15737,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15738,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15739,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15740,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15741,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15742,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15743,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15744,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15745,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15746,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15747,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15748,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15749,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15750,8500000, Ladipo Bateye Street Ikeja GRA Ikeja Lagos,5.0,5.0,6.0,4.0
15751,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15752,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15753,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15754,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15757,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15758,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15759,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15760,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15761,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15762,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15763,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15764,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15765,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15766,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15767,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15768,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15769,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15770,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15771,10500000, Off Bishop Oluwole Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
15772,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15773,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15774,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15775,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15778,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15779,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15780,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15781,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15782,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15783,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15784,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15785,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15786,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15787,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15788,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15789,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15790,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15791,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15792,8500000, Ladipo Bateye Street Ikeja GRA Ikeja Lagos,5.0,5.0,6.0,4.0
15793,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15794,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15795,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15796,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15799,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15800,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15801,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15802,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15803,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15804,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15805,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15806,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15807,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15808,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15809,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15810,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15811,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15812,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15813,12000000, Off Bourdillon Road Old Ikoyi Ikoyi Lagos,4.0,4.0,5.0,2.0
15814,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15815,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15816,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15817,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15820,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15821,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15822,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15823,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15824,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15825,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15826,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15827,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15828,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
15829,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
15830,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
15831,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
15832,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
15833,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
15834,16100000, Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
15835,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
15836,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
15837,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15838,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
15841,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
15842,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
15843,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
15844,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
15845,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
15846,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
15847,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
15848,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
15849,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
